ID,cog_num_1,cog_num_2,cog_num_3,cog_num_4,cog_num_5,cog_num_6,cog_ver_1,cog_ver_2,cog_ver_3,cog_ver_4,cog_ver_5,cog_ver_6,cog_abs_1,cog_abs_2,cog_abs_3,cog_abs_4,cog_abs_5,cog_abs_6,fdt_achiev,fdt_activ,fdt_altr,fdt_anger,fdt_anxie,fdt_assert,fdt_compet,fdt_compl,fdt_delib,fdt_depr,fdt_dutif,fdt_entit,fdt_excite,fdt_fant,fdt_gregar,fdt_impul,fdt_indiff,fdt_modest,fdt_order,fdt_self-ass,fdt_self-dis,fdt_shame,fdt_straight,fdt_tender,fdt_trust,fdt_vulner,fdt_warm
participant287,2,1,5,1,2,8,5,8,5,10,2,9,5,5,3,8,4,6,2,5,3,1,5,4,5,4,3,2,5,1,5,3,3,1,5,2,3,3,4,3,3,1,2,4,1
participant288,1,7,3,9,6,3,3,3,10,1,9,6,1,4,7,6,9,3,5,3,2,2,3,1,4,1,5,4,1,5,4,5,4,4,2,2,3,2,5,3,4,2,3,4,4
participant289,2,10,5,4,5,2,1,5,1,8,1,5,7,6,4,4,6,5,5,5,3,1,4,5,1,3,3,1,5,3,4,3,4,3,2,4,4,2,4,5,5,5,1,3,3
participant290,5,4,2,4,2,6,5,3,9,4,7,1,6,5,5,6,9,6,3,4,2,3,2,1,1,1,5,5,3,4,5,1,2,3,5,4,4,3,2,3,2,2,5,4,5
participant291,4,9,6,8,2,9,8,10,3,1,10,8,10,7,7,6,3,10,3,1,1,4,4,2,3,4,4,1,3,5,3,4,4,3,4,3,3,3,3,1,4,5,5,5,1
participant292,10,4,8,2,5,7,2,1,3,5,4,7,10,5,6,1,5,1,3,1,4,2,5,2,3,2,4,3,2,1,2,3,2,2,2,5,1,2,2,1,4,1,3,2,1
participant293,6,8,5,8,1,10,8,6,2,2,3,6,1,5,2,10,4,6,2,1,4,3,1,1,4,3,3,3,5,1,4,3,2,3,5,1,4,4,1,3,4,3,1,4,3
participant294,6,3,9,1,9,10,10,8,8,4,5,9,2,7,2,6,5,3,3,5,3,4,2,1,3,4,3,4,2,5,4,1,1,5,3,2,1,4,5,3,3,3,1,1,2
participant295,6,4,5,6,8,1,10,6,10,6,4,9,1,8,8,8,4,4,2,2,2,5,1,2,5,5,5,4,4,5,4,5,2,2,4,4,1,2,1,3,1,3,4,5,2
participant296,5,9,9,5,2,6,3,8,1,10,6,3,7,2,2,8,3,4,3,2,4,5,5,2,5,3,2,3,5,1,1,1,5,4,1,2,3,4,2,3,1,5,5,3,4
participant297,5,2,10,1,4,5,8,10,2,6,8,4,3,9,6,1,1,7,1,2,1,5,2,2,1,1,4,3,5,2,5,5,1,2,5,5,1,3,2,2,5,3,2,3,3
participant298,6,9,10,7,7,7,10,3,1,7,8,8,3,5,5,5,1,2,5,3,1,3,5,1,3,3,2,1,2,4,1,3,2,1,5,3,1,5,3,5,5,5,2,2,1
participant299,1,5,6,5,8,1,4,10,5,1,7,8,2,10,5,4,7,10,2,5,4,1,4,1,2,2,1,2,4,5,2,5,1,4,5,2,2,2,5,5,3,2,1,3,2
participant300,8,2,3,9,8,4,10,9,7,8,2,2,5,6,9,5,4,9,1,2,3,4,3,4,2,4,2,5,5,4,3,2,4,4,5,1,3,2,2,4,1,5,2,2,1
participant301,3,2,2,10,3,7,7,4,5,10,4,5,5,8,6,8,1,10,3,2,3,2,3,4,4,4,4,2,4,4,4,1,1,2,2,5,1,2,2,1,2,3,5,2,4
participant302,7,4,9,4,6,4,2,9,7,1,6,4,2,8,7,10,2,7,1,1,5,3,4,1,3,5,4,1,4,1,5,1,1,5,2,3,4,2,3,5,1,2,5,1,3
participant303,9,3,1,1,4,8,1,3,9,9,10,9,5,5,2,6,5,10,2,4,2,2,3,2,5,1,1,2,5,5,4,1,5,4,2,2,5,4,5,5,2,2,4,3,5
participant304,1,4,2,3,9,6,10,3,1,6,3,3,9,5,8,10,4,2,5,1,5,3,5,4,4,2,5,2,5,4,3,1,3,5,5,1,2,5,2,5,2,2,5,3,5
participant305,3,6,10,9,7,8,7,8,7,9,3,5,5,9,8,10,4,7,5,1,2,2,4,4,3,4,3,4,3,4,2,2,2,1,1,3,1,2,2,2,4,5,2,3,5
participant306,6,4,4,7,3,7,2,1,6,4,4,5,10,10,5,2,10,4,3,1,1,1,4,4,1,4,4,2,4,1,4,1,2,2,5,4,1,2,1,3,5,4,3,5,3
participant307,10,10,7,5,2,6,2,8,2,9,10,6,10,8,4,9,2,7,2,2,4,5,4,5,2,4,3,3,1,1,5,2,5,2,3,4,4,5,4,1,3,4,3,2,4
participant308,6,4,2,2,5,8,8,6,5,9,5,7,7,5,1,10,3,1,1,1,2,5,3,3,1,2,3,3,1,2,3,1,5,1,3,1,4,2,4,2,2,2,3,1,5
participant309,9,3,2,6,1,6,2,10,8,3,6,2,5,5,10,8,10,1,4,5,2,1,5,1,5,1,5,1,5,4,2,4,5,3,4,1,4,5,2,2,2,2,2,3,5
participant310,9,8,7,8,6,2,10,10,3,2,1,8,6,7,7,9,8,5,4,3,3,1,3,3,5,2,4,3,3,2,5,3,5,3,1,1,4,2,5,2,3,1,4,5,5
participant311,3,5,9,3,6,5,9,9,9,5,2,5,1,9,4,9,6,1,4,5,3,5,5,3,2,4,4,1,1,2,4,3,5,5,3,4,4,4,2,5,4,4,1,3,1
participant312,10,2,4,3,4,2,6,5,9,9,4,1,7,10,7,4,9,6,1,1,3,1,2,4,2,4,5,1,2,3,3,2,2,1,5,1,1,3,1,4,2,4,3,5,3
participant313,5,5,5,2,7,3,4,3,3,7,9,1,8,10,1,3,5,9,5,4,4,5,2,2,3,2,1,5,2,5,2,3,1,3,5,2,2,5,2,2,2,5,3,4,3
participant314,2,7,9,3,5,3,8,10,2,2,5,4,5,5,4,8,2,1,4,4,5,1,5,1,1,2,5,4,3,2,1,3,5,3,4,5,5,2,2,1,5,5,1,5,1
participant315,4,1,1,5,1,9,1,4,3,4,6,6,1,5,6,8,4,1,1,5,1,5,2,1,5,5,3,2,2,2,4,3,4,2,5,1,4,3,2,2,2,1,1,1,4
participant316,6,9,4,8,6,4,10,7,6,6,1,4,4,10,10,7,10,7,3,4,3,2,4,3,1,1,5,4,2,1,5,1,2,4,2,3,3,5,3,4,1,1,1,4,4
participant317,1,10,8,2,7,2,9,2,6,9,5,7,4,10,10,8,10,3,5,1,4,5,1,4,3,2,4,2,3,5,4,2,4,2,1,4,1,1,1,1,3,4,4,1,2
participant318,2,6,5,1,5,7,4,2,8,8,9,3,8,9,5,10,1,9,5,5,3,1,2,4,5,1,1,4,5,3,4,5,5,2,4,4,1,5,2,3,1,2,5,3,4
participant319,2,7,10,5,9,5,2,7,5,10,5,6,1,3,2,7,9,5,4,5,4,4,3,4,2,1,2,2,2,3,3,1,3,2,2,4,2,3,2,4,5,2,5,4,5
participant320,5,2,4,4,10,7,10,7,4,4,9,3,3,1,6,8,2,9,5,1,4,2,2,5,1,1,2,3,1,2,2,3,1,2,4,4,4,5,5,5,5,1,3,2,3
participant321,7,8,7,7,4,5,7,5,6,2,10,1,5,3,3,3,6,8,5,5,3,4,2,4,1,3,2,2,1,5,3,3,2,4,4,1,1,5,5,4,5,4,1,2,2
participant322,3,10,9,1,9,10,8,3,7,9,3,1,7,9,9,2,3,7,3,2,4,1,1,4,4,2,3,3,3,4,5,2,5,3,3,4,3,4,5,4,5,5,1,2,4
participant323,3,1,3,8,3,1,10,10,1,5,3,8,9,8,4,9,8,4,1,4,3,5,5,4,3,2,2,2,3,2,3,4,1,5,4,2,2,5,3,1,1,2,4,4,5
participant324,5,1,9,6,10,4,7,6,5,9,5,6,10,4,8,6,10,10,5,2,3,5,3,1,2,4,1,5,4,1,1,2,2,1,2,5,1,3,1,3,2,2,3,2,3
participant325,8,3,4,1,7,5,5,2,5,4,6,5,8,3,3,4,6,9,4,1,5,1,1,4,2,2,5,3,2,5,2,5,5,1,3,5,1,4,4,5,4,5,2,2,4
participant326,10,10,4,2,8,5,8,1,6,4,5,5,10,9,4,9,6,4,4,5,4,2,1,1,5,1,5,4,5,2,3,4,3,4,5,4,5,4,4,3,2,3,1,5,3
participant327,10,9,4,7,10,8,10,5,10,6,9,5,9,4,10,1,10,9,1,1,4,2,5,5,4,2,4,3,5,4,3,2,2,1,5,4,5,5,3,2,1,2,5,5,2
participant328,10,5,8,8,3,9,1,8,10,1,7,7,7,7,4,1,6,5,2,1,5,4,2,2,2,5,5,2,2,1,4,2,5,3,4,5,3,1,2,1,2,2,2,3,2
participant329,3,1,5,5,8,5,10,2,10,3,8,2,5,5,7,2,4,2,3,2,3,5,1,4,5,4,2,5,5,1,3,3,2,2,5,1,5,2,4,1,4,3,2,2,2
participant330,2,2,8,2,2,4,2,1,7,5,7,4,1,1,6,2,9,4,4,1,3,4,4,4,3,5,2,2,1,3,4,2,5,1,4,4,4,1,4,4,2,2,5,5,4
participant331,1,6,3,8,9,10,6,8,4,9,9,2,2,2,6,9,10,2,4,1,4,5,2,3,5,3,1,2,2,3,1,5,5,2,5,2,4,2,5,1,5,2,2,3,4
participant332,1,2,7,1,7,7,5,8,9,9,7,5,9,5,7,5,8,7,5,5,3,2,2,2,3,5,5,5,1,1,2,4,1,1,1,3,5,2,1,3,2,1,5,2,2
participant333,3,7,10,10,1,5,2,9,8,10,2,2,1,7,10,10,4,10,5,2,2,2,1,5,1,2,1,4,1,4,3,5,5,2,2,1,1,2,4,1,3,4,1,1,2
participant334,6,6,4,1,2,7,6,4,8,2,7,10,7,5,1,2,3,3,1,1,4,5,1,5,3,4,2,3,3,5,1,4,5,2,1,5,4,3,1,2,5,3,4,3,4
participant335,8,8,9,3,6,5,7,4,8,6,10,7,5,6,2,10,8,10,2,5,2,1,4,5,2,5,1,1,2,2,5,5,5,3,5,2,5,4,2,4,1,4,1,5,3
participant336,6,7,4,10,4,2,10,1,1,6,8,8,7,10,2,1,8,6,4,1,3,2,5,4,3,2,1,4,2,1,2,1,4,2,3,3,1,3,4,3,1,3,5,4,3
participant337,8,9,4,4,6,9,6,9,1,3,2,3,2,3,9,1,8,3,4,3,4,2,1,3,3,5,3,3,3,2,1,2,4,3,2,5,5,4,1,1,2,3,4,3,1
participant338,5,10,5,1,2,9,10,2,8,2,4,5,9,1,7,7,7,7,2,1,5,2,3,2,3,5,4,5,3,5,1,3,4,2,4,5,4,3,3,2,3,2,3,4,4
participant339,1,3,2,3,8,4,2,2,1,4,1,10,4,1,7,1,2,1,1,2,3,5,4,5,1,4,4,5,5,3,4,2,3,1,3,4,3,5,5,1,3,4,5,2,1
participant340,1,9,7,5,2,5,7,9,2,6,4,8,3,4,5,2,3,6,4,1,5,4,5,5,4,2,1,2,1,1,3,3,2,2,4,4,3,3,1,4,4,2,1,1,2
participant341,1,4,10,9,9,5,10,10,5,9,5,10,8,5,5,5,2,5,2,3,4,3,5,2,4,2,1,2,5,3,5,3,3,4,4,4,2,5,2,4,4,4,2,1,1
participant342,3,3,10,2,5,4,5,8,9,7,5,4,6,6,10,9,10,6,3,4,5,1,3,3,2,1,4,4,2,2,5,5,5,2,5,1,3,1,4,4,2,4,2,5,1
participant343,4,9,7,5,4,3,1,3,9,10,2,1,1,7,10,5,5,9,5,4,2,2,5,2,4,1,4,1,3,3,5,2,2,1,5,1,5,2,4,4,5,4,2,3,5
participant344,2,8,10,9,5,10,6,8,4,1,1,8,4,10,4,3,2,9,4,1,2,2,3,5,3,4,3,4,4,1,2,2,3,5,4,2,2,5,1,2,1,2,2,5,3
participant345,5,3,10,10,8,3,3,8,9,7,8,8,3,1,8,2,6,2,1,5,5,5,5,3,2,1,2,5,2,4,1,2,4,4,2,2,5,4,3,1,4,4,2,2,1
participant346,6,4,7,10,9,4,7,10,2,8,2,2,6,7,6,3,3,9,2,1,5,2,3,5,3,5,5,5,5,1,4,3,3,4,4,5,5,2,4,4,1,3,3,5,2
participant347,9,9,9,7,5,5,8,8,2,3,2,8,9,7,3,10,3,10,2,2,1,4,1,3,4,1,5,2,3,4,3,4,3,2,3,4,2,1,5,3,4,2,4,2,3
participant348,3,2,6,10,5,8,6,10,6,2,3,10,7,8,6,8,3,7,3,1,3,3,2,3,5,2,2,3,1,3,2,4,1,2,4,3,3,2,2,4,3,1,5,5,2
participant349,7,7,4,4,3,6,10,9,3,1,8,2,5,5,1,2,2,3,2,5,2,5,4,3,2,1,2,5,2,1,4,5,1,5,1,5,5,5,4,4,3,1,4,4,4
participant350,8,7,3,10,5,5,1,7,10,7,2,3,3,6,8,3,2,4,4,4,5,1,5,2,4,2,4,2,2,3,2,2,4,4,5,4,2,1,1,4,2,4,4,1,3
participant351,9,8,2,7,3,3,1,5,9,3,10,10,5,3,8,1,2,10,3,1,1,3,5,1,1,2,1,3,2,4,5,2,2,4,2,5,2,4,3,1,1,2,4,4,5
participant352,3,3,6,6,1,1,10,2,5,6,10,5,3,5,8,1,2,10,2,4,4,2,1,3,4,3,5,1,4,5,5,4,2,5,5,4,4,4,2,2,3,5,4,5,1
participant353,7,8,8,5,10,9,3,6,9,2,2,9,6,1,8,2,9,7,2,2,1,4,2,4,2,4,3,3,4,2,5,2,1,3,3,5,3,1,1,4,2,2,1,3,5
participant354,1,9,3,4,9,10,5,5,9,10,6,4,5,2,9,5,7,4,4,2,2,3,2,3,5,4,2,1,5,4,5,3,1,5,2,5,4,2,2,4,1,1,4,1,4
participant355,6,3,6,8,9,2,7,5,7,4,1,6,9,3,4,5,5,3,1,5,2,5,5,2,5,3,2,1,4,4,5,5,4,3,5,5,1,2,1,1,5,3,4,3,1
participant356,8,9,9,4,8,6,8,8,7,1,2,3,8,7,4,6,10,2,3,4,5,3,4,3,3,3,5,1,2,5,1,2,3,4,5,3,2,5,3,1,3,1,3,4,3
participant357,2,9,10,7,5,5,2,6,7,1,10,2,4,9,3,6,3,5,3,3,1,5,2,1,1,2,1,4,1,3,4,3,3,4,5,4,2,3,5,5,2,2,2,4,1
participant358,6,3,8,7,2,9,7,2,4,8,10,1,10,2,8,4,6,4,5,4,1,2,4,5,5,1,2,5,1,2,3,2,4,1,2,5,5,1,4,1,4,1,4,2,2
participant359,1,8,9,9,8,1,1,10,4,5,10,10,6,1,7,8,4,8,3,3,1,1,4,4,5,3,3,1,1,3,2,2,4,5,4,5,4,3,5,3,5,5,5,2,2
participant360,9,7,4,2,3,9,7,8,10,3,5,8,5,5,6,3,8,1,4,2,1,1,4,3,5,5,3,1,3,3,2,3,1,4,3,3,2,4,1,5,1,2,3,5,1
participant361,10,5,3,6,4,4,3,9,6,7,2,4,7,4,8,8,5,9,3,4,4,5,5,4,3,2,2,3,5,2,1,5,5,2,1,4,3,5,4,4,4,4,4,2,1
participant362,6,2,4,9,5,1,3,3,3,3,3,3,3,8,2,5,7,4,4,5,2,4,5,4,5,5,4,3,3,2,5,1,1,4,4,3,4,5,4,1,3,2,5,1,2
participant363,1,5,3,2,9,1,9,3,7,1,10,7,1,4,5,6,4,5,2,2,3,1,2,4,5,2,3,4,3,5,5,3,3,1,4,5,5,3,5,2,1,4,2,5,3
participant364,10,1,4,8,3,8,7,2,9,4,7,1,5,6,6,9,10,3,1,3,2,2,2,1,5,1,2,2,5,4,3,2,3,1,4,4,1,3,3,3,1,2,5,5,4
participant365,7,3,10,6,10,8,4,2,3,3,2,1,4,10,7,8,8,1,2,5,2,1,2,3,5,4,5,2,2,1,4,3,2,3,5,4,5,2,4,1,2,4,1,5,2
participant366,4,8,2,9,6,8,4,10,7,10,9,1,4,7,4,8,3,7,2,1,2,3,4,3,1,5,5,1,2,1,3,1,4,3,3,3,3,3,3,5,3,5,4,1,2
participant367,7,9,5,2,3,10,3,5,4,5,3,9,8,5,3,9,8,3,3,2,4,2,4,4,5,4,5,3,1,5,3,1,3,3,4,3,3,2,3,5,2,3,2,4,5
participant368,8,7,7,1,5,2,7,1,7,4,9,9,6,4,2,10,1,2,3,3,4,5,4,5,4,2,3,4,1,1,5,4,4,2,4,2,4,3,4,4,4,4,1,5,2
participant369,10,2,2,9,2,10,10,4,9,3,9,5,1,9,1,6,2,4,3,5,2,3,3,1,1,5,1,1,2,4,1,5,3,1,2,4,4,2,5,1,1,4,3,5,3
participant370,9,10,5,10,7,1,9,6,8,6,5,1,7,10,4,9,6,3,4,4,3,4,1,1,2,2,3,4,2,2,3,3,2,5,3,4,3,4,5,4,1,4,4,2,5
participant371,3,7,10,4,4,4,7,6,4,2,7,10,8,7,1,10,1,10,5,5,3,4,3,2,4,5,2,5,5,2,3,2,1,1,2,4,4,3,4,3,3,3,2,3,3
participant372,6,1,9,4,9,4,3,10,3,1,10,3,9,1,1,1,6,7,5,1,4,2,5,3,1,2,5,4,2,4,4,5,4,5,2,4,2,1,3,2,1,2,4,1,2
participant373,10,1,1,7,3,2,10,4,1,7,4,5,9,7,5,1,9,9,1,4,4,4,2,5,1,3,1,4,5,5,2,1,1,2,5,1,3,1,3,1,4,4,5,2,2
participant374,10,9,4,8,7,6,3,3,6,8,1,10,10,2,3,2,6,9,4,1,4,1,4,1,2,5,2,2,2,2,2,3,4,5,3,2,2,3,1,2,4,2,1,4,1
participant375,7,9,10,10,7,3,2,1,9,5,5,1,2,2,5,4,3,2,3,4,4,1,4,2,4,2,3,5,1,3,1,4,3,1,5,3,4,5,4,1,4,2,5,3,5
participant376,6,10,3,5,3,10,2,2,9,7,4,8,4,6,5,7,6,6,1,5,4,3,1,4,3,3,1,5,4,5,5,5,2,4,3,2,2,3,1,3,4,5,1,1,2
participant377,9,5,2,1,4,4,8,3,7,1,7,1,4,4,2,9,4,5,4,4,2,2,1,2,3,2,3,5,1,3,5,5,3,3,4,5,5,1,1,4,5,1,4,1,3
participant378,3,5,5,8,1,6,2,10,5,3,8,8,5,1,7,9,9,5,4,5,2,2,4,1,4,4,5,1,5,2,4,4,5,5,4,4,4,1,2,4,2,4,4,3,2
participant379,6,5,1,1,7,1,5,3,5,10,5,1,8,7,3,3,10,1,1,2,3,3,1,4,5,4,5,4,2,5,1,2,2,2,4,2,1,5,4,1,3,2,4,5,3
participant380,2,2,10,3,1,2,5,8,7,4,3,7,9,6,1,9,2,5,5,2,5,4,2,4,4,2,4,4,1,3,1,2,2,5,4,5,3,2,3,2,5,4,3,4,2
participant381,2,3,10,6,6,8,4,2,3,8,9,4,8,3,10,5,1,4,5,4,5,5,3,1,1,3,2,2,1,2,3,1,2,2,5,1,2,1,5,5,5,2,3,3,4
participant382,10,6,1,2,8,1,5,2,2,7,5,8,9,4,4,10,8,10,3,4,2,3,5,4,3,4,5,3,4,4,2,3,2,2,4,5,2,3,3,4,4,3,5,5,4
participant383,10,5,3,7,1,10,7,2,2,6,2,7,4,4,3,10,5,3,4,4,4,4,3,3,5,1,3,2,4,4,2,3,1,1,1,1,4,1,5,2,2,4,4,3,1
participant384,8,5,7,9,4,3,2,9,6,6,7,6,4,8,10,8,5,9,4,4,2,1,5,1,4,2,3,1,5,5,1,1,3,4,5,5,4,4,4,4,5,2,5,3,5
participant385,7,1,8,5,1,6,9,2,9,5,10,3,4,5,7,7,9,3,5,5,1,3,1,2,5,4,3,2,3,4,3,3,5,1,3,5,3,5,1,5,2,1,1,3,2
participant386,6,1,2,9,8,4,1,3,10,10,9,3,5,10,5,2,1,6,1,5,4,5,5,5,4,5,5,4,5,2,1,1,5,5,5,3,3,5,2,4,5,5,1,3,2
participant387,5,7,10,9,3,4,4,5,10,7,2,10,9,7,2,3,10,5,5,3,4,3,3,3,3,4,2,1,3,2,1,4,2,3,2,1,4,1,2,4,4,4,5,2,2
participant388,1,6,7,10,10,4,3,6,5,2,3,3,2,9,7,9,4,2,4,2,5,5,2,4,1,5,1,5,2,2,5,4,1,2,4,1,5,1,4,2,4,5,3,5,4
participant389,5,8,10,4,2,6,6,6,1,4,6,6,7,4,7,6,7,5,4,5,2,5,2,2,4,1,2,1,4,1,5,5,4,4,3,4,3,2,1,2,2,1,4,1,1
participant390,4,9,6,2,4,7,7,7,10,8,1,9,5,6,6,10,6,10,2,4,4,2,2,3,2,4,5,1,2,1,2,4,1,2,5,3,2,1,3,2,2,3,4,5,2
participant391,9,10,6,1,8,6,5,8,8,6,8,4,6,1,1,5,10,2,1,5,4,4,5,1,2,2,5,5,5,1,4,2,2,3,2,4,5,5,5,2,1,2,1,4,2
participant392,10,2,7,6,4,6,8,10,10,8,2,1,2,6,3,4,10,6,4,2,5,1,1,2,4,2,4,1,5,5,5,4,1,2,2,5,2,3,3,5,1,4,3,5,1
participant393,7,3,10,1,1,3,1,8,4,9,5,6,1,7,3,6,1,8,2,3,2,4,1,1,2,1,1,1,2,2,2,2,1,4,1,2,2,4,3,1,1,1,1,3,4
participant394,7,10,5,8,9,9,4,6,1,1,5,5,2,3,3,3,6,10,2,4,3,5,4,4,5,5,5,2,3,2,3,4,4,3,5,5,1,2,2,3,1,1,3,3,4
participant395,2,7,7,3,8,2,9,8,8,6,3,5,6,6,6,9,4,8,3,2,1,1,3,4,4,4,2,4,5,2,3,5,1,3,4,5,5,5,1,1,3,2,4,1,2
participant396,5,4,7,10,10,6,4,6,2,5,1,6,1,3,1,7,5,1,2,1,4,1,4,1,2,2,3,2,1,1,4,1,1,3,1,1,2,4,4,2,1,5,3,4,4
participant397,5,2,6,6,7,7,4,7,4,8,8,8,6,1,5,1,2,1,1,1,5,3,5,1,4,3,4,3,5,2,2,3,1,3,4,3,1,5,1,1,5,5,3,2,2
participant398,1,4,10,2,10,3,1,9,7,9,4,1,4,4,10,10,4,7,2,5,5,4,1,3,3,3,5,1,4,3,5,5,2,5,4,4,3,5,4,3,1,5,2,2,1
participant399,8,8,4,8,9,5,3,9,7,3,5,2,5,5,9,9,4,7,2,1,3,2,2,3,4,2,2,2,2,4,3,5,5,3,5,5,4,4,1,1,1,5,2,5,5
participant400,8,7,9,2,1,6,6,4,10,4,10,2,1,9,3,6,10,10,4,1,5,2,3,5,5,1,5,5,1,2,4,2,4,4,3,2,2,1,1,5,5,5,1,4,4
participant401,1,4,3,6,3,3,4,9,8,2,10,9,7,3,2,2,1,1,5,3,4,3,1,2,4,4,4,4,5,3,1,5,1,5,4,4,1,4,1,2,3,5,1,4,3
participant402,10,4,10,8,9,8,9,8,3,8,8,7,4,9,10,10,6,2,4,3,1,3,1,3,3,1,5,4,2,3,1,2,4,4,4,5,2,2,2,4,5,1,3,4,5
participant403,7,6,5,9,8,10,3,1,7,2,6,9,3,9,2,5,9,5,3,2,5,3,3,5,2,4,4,3,3,3,2,3,3,4,1,5,5,3,1,4,3,4,1,5,3
participant404,7,7,1,9,2,7,8,9,5,3,10,7,6,5,4,4,10,10,1,5,3,4,4,3,1,4,4,2,2,2,3,4,5,1,4,5,2,1,4,1,4,3,3,2,2
participant405,2,1,3,7,5,10,9,9,7,3,10,1,10,8,3,9,9,9,5,2,2,5,1,3,5,2,2,4,1,4,4,4,5,2,5,1,2,4,5,3,1,2,3,5,4
participant406,1,3,9,7,7,2,6,2,7,1,7,3,6,7,4,9,1,4,3,4,4,3,1,1,1,5,4,1,5,3,2,3,5,1,2,3,5,2,5,4,3,4,3,5,3
participant407,6,3,1,2,7,2,5,2,5,8,8,8,2,4,4,4,4,4,4,2,1,2,3,2,2,2,3,4,1,1,4,2,4,1,5,4,4,3,3,4,4,2,1,5,3
participant408,1,10,9,7,3,1,8,5,1,6,9,8,7,9,7,5,7,3,1,1,5,4,1,1,4,4,1,1,1,5,2,2,2,1,5,2,2,2,1,4,1,5,4,4,3
participant409,9,2,5,5,7,3,6,1,5,4,2,6,9,7,7,9,5,6,4,5,1,1,1,4,1,3,3,3,5,3,3,1,3,1,1,1,5,5,5,3,4,5,4,4,3
participant410,10,5,10,8,5,4,2,4,2,5,1,4,10,5,2,4,5,9,2,4,2,5,3,2,1,2,5,4,1,4,4,4,2,3,2,2,1,4,2,4,4,5,5,2,1
participant411,8,7,2,4,9,4,5,4,2,9,3,9,2,4,4,5,5,1,4,2,1,1,1,3,4,3,5,5,5,5,2,2,1,2,4,1,5,5,1,5,1,1,4,4,5
participant412,3,4,2,4,5,9,1,5,2,6,5,5,10,8,10,1,10,5,4,1,3,1,2,4,5,5,1,4,2,5,2,2,4,3,1,5,2,3,4,5,4,4,2,5,2
participant413,4,7,10,10,1,7,9,3,6,7,1,9,6,2,9,6,3,4,3,4,2,5,3,4,2,3,3,1,2,2,1,4,3,5,2,1,3,3,1,4,1,1,5,5,5
participant414,3,3,3,4,10,9,1,9,10,1,1,4,1,6,6,2,1,8,2,5,3,2,5,2,2,2,1,1,5,1,2,5,3,5,3,4,4,5,2,4,4,5,4,2,2
participant415,2,1,6,2,6,2,4,3,7,3,8,7,6,9,5,6,3,8,3,1,3,4,4,4,1,5,2,5,2,3,2,2,1,2,3,4,5,2,5,2,3,1,4,3,3
participant416,9,8,2,1,1,9,8,9,4,5,6,9,7,2,5,5,1,3,1,4,2,5,3,1,4,5,5,5,5,5,1,2,2,3,5,3,5,5,1,3,3,1,1,1,5
participant417,4,6,8,3,5,3,8,1,2,8,6,9,7,6,4,8,3,1,2,1,2,4,1,2,4,2,2,2,1,2,1,3,4,5,1,4,4,1,2,5,5,5,5,3,4
participant418,1,10,10,4,1,4,8,7,7,1,7,8,2,6,9,1,8,8,1,5,1,5,5,4,4,5,4,3,3,3,1,2,4,4,2,4,5,3,2,3,5,5,5,1,4
participant419,7,1,7,10,7,4,7,8,4,2,9,5,1,1,4,9,10,8,1,2,1,4,4,2,3,3,2,1,1,3,2,5,5,2,4,4,3,5,4,5,3,5,4,5,3
participant420,2,8,10,4,9,2,5,4,9,7,5,8,10,4,5,4,6,2,1,1,1,4,3,4,2,1,5,4,2,2,2,1,4,2,2,5,1,2,5,1,4,2,3,4,1
participant421,6,6,3,9,2,2,2,10,7,5,9,10,6,10,2,2,7,6,5,5,5,1,2,4,5,4,5,1,3,3,4,3,1,5,4,3,1,5,3,4,1,2,3,4,5
participant422,9,3,2,2,4,3,1,8,7,3,1,2,2,9,1,8,1,2,5,5,1,2,2,2,4,1,5,4,5,2,3,5,4,2,3,4,4,1,2,2,5,1,1,5,1
participant423,9,1,4,9,9,6,8,8,10,10,5,3,3,7,6,1,8,9,3,1,3,4,3,5,4,3,5,4,3,2,5,4,2,1,3,2,3,1,5,4,1,2,4,4,2
participant424,7,8,7,10,2,7,5,10,1,3,8,4,4,4,4,8,10,5,4,1,4,1,5,4,5,4,4,3,2,4,1,1,1,2,3,3,4,3,1,4,4,5,3,3,2
participant425,5,5,3,6,7,8,9,3,4,6,10,4,1,7,8,5,5,10,2,1,5,5,2,4,4,4,5,5,5,3,2,2,5,1,5,3,1,5,5,2,1,2,5,3,4
participant426,9,8,7,10,10,4,2,10,5,8,5,3,8,8,1,2,9,1,4,5,3,4,4,2,1,4,4,2,5,2,3,1,2,2,2,3,2,2,3,5,1,5,4,2,3
participant427,1,7,10,10,1,3,10,1,4,4,6,9,8,1,3,5,1,7,4,3,5,5,2,3,1,2,5,3,2,1,2,2,4,3,1,4,3,1,4,5,4,4,2,4,2
participant428,2,5,3,2,1,10,3,7,3,7,8,5,7,4,6,9,8,9,2,2,4,1,2,1,5,2,1,1,1,1,3,2,5,3,2,2,4,4,2,4,5,5,4,5,2
participant429,7,7,8,1,2,7,10,2,3,1,9,2,9,2,10,5,1,2,5,5,5,2,4,5,2,1,2,2,5,1,1,1,3,3,3,3,2,1,4,1,1,5,4,3,3
participant430,8,7,6,7,10,10,8,9,1,8,5,2,1,2,7,3,4,7,3,3,4,1,2,2,2,5,2,3,5,1,3,4,3,2,5,3,2,3,3,3,2,1,3,1,1
participant431,8,1,1,4,8,1,7,2,2,5,2,6,4,1,7,5,1,5,4,1,3,3,4,2,5,2,1,5,1,4,5,3,1,1,4,2,2,3,2,5,3,1,4,4,3
